lat,lon,alt,eph,epv,vel,cog,satellites_visible,roll,pitch,yaw,rollspeed,pitchspeed,yawspeed,airspeed,groundspeed,heading,throttle,climb,label
-353505339.0,1491759346.0,574650.0,121.0,200.0,0.0,602.0,10.0,-0.0012075839331373572,-0.0003960316244047135,1.6212594509124756,-0.00027579686138778925,-0.00029784836806356907,-0.0007716644322499633,0.02187533862888813,0.021875157952308655,92.0,0.0,-8.842632087180391e-05,0
-353505339.0,1491759346.0,574650.0,121.0,200.0,0.0,602.0,10.0,-0.0012075839331373572,-0.0003960316244047135,1.6212594509124756,-0.00027579686138778925,-0.00029784836806356907,-0.0007716644322499633,0.02187533862888813,0.021875157952308655,92.0,0.0,-8.842632087180391e-05,0
-353505339.0,1491759346.0,574650.0,121.0,200.0,0.0,602.0,10.0,-0.0012204463128000498,-0.00040787822217680514,1.6212654113769531,-0.0003099425230175257,-0.00033446087036281824,-0.0008182059973478317,0.02165117859840393,0.02165117859840393,92.0,0.0,4.889590854872949e-06,0
-353505339.0,1491759346.0,574650.0,121.0,200.0,0.0,602.0,10.0,-0.0012204463128000498,-0.00040787822217680514,1.6212654113769531,-0.0003099425230175257,-0.00033446087036281824,-0.0008182059973478317,0.02165117859840393,0.02165117859840393,92.0,0.0,4.889590854872949e-06,0
-353505339.0,1491759346.0,574650.0,121.0,200.0,0.0,602.0,10.0,-0.0012204463128000498,-0.00040787822217680514,1.6212654113769531,-0.0003099425230175257,-0.00033446087036281824,-0.0008182059973478317,0.02165117859840393,0.02165117859840393,92.0,0.0,4.889590854872949e-06,0
-353505339.0,1491759346.0,574650.0,121.0,200.0,0.0,602.0,10.0,-0.0012403554283082485,-0.0004192134365439415,1.6212769746780396,-0.00023612624499946833,-0.00027395866345614195,-0.000755459419451654,0.02159801684319973,0.021597970277071,92.0,2.0,4.592420737026259e-05,0
-353505339.0,1491759346.0,574650.0,121.0,200.0,0.0,602.0,10.0,-0.0012403554283082485,-0.0004192134365439415,1.6212769746780396,-0.00023612624499946833,-0.00027395866345614195,-0.000755459419451654,0.02159801684319973,0.021597970277071,92.0,2.0,4.592420737026259e-05,0
-353505339.0,1491759346.0,574650.0,121.0,200.0,0.0,2265.0,10.0,-0.0012617004103958607,-0.0004310404183343053,1.6212773323059082,-0.00031439110171049833,-0.00033642665948718786,-0.0008194576948881149,0.0215549748390913,0.021554920822381973,92.0,14.0,4.850499681197107e-05,0
-353505339.0,1491759346.0,574650.0,121.0,200.0,0.0,2265.0,10.0,-0.0012617004103958607,-0.0004310404183343053,1.6212773323059082,-0.00031439110171049833,-0.00033642665948718786,-0.0008194576948881149,0.0215549748390913,0.021554920822381973,92.0,14.0,4.850499681197107e-05,0
-353505339.0,1491759346.0,574650.0,121.0,200.0,0.0,20844.0,10.0,-0.00127405917737633,-0.0004404009960126132,1.6212877035140991,-0.0002922988496720791,-0.00029877759516239166,-0.0007599376840516925,0.021355926990509033,0.021355926990509033,92.0,27.0,3.589476136767189e-06,0
